,city,date,treat,price,rating,omtaler,gæster,soveværelser,shampoo,hot water,hangers,blackout curtains,entertainment,work,family,security,wi-fi,kitchen,refrigerator,attractions nearby,outdoor,parkering and faciliteter,smoking allowed,hair dryer,other,cleaning products,temperature,view,bed linen,gæster,washing machine,host,fitness equipment,dishwasher,fireplace,pool etc.,mailbox,Sights,Safety,Shopping,Location,Climate,Affordability
137,Barcalona,2024-05-24,0,455,4.68,38,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
138,Barcalona,2024-05-24,0,465,4.78,90,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,
139,Barcalona,2024-05-24,0,526,4.82,129,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,
140,Barcalona,2024-05-24,0,570,4.74,163,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
141,Barcalona,2024-05-24,0,526,4.88,16,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
142,Barcalona,2024-05-24,0,518,4.31,170,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
143,Barcalona,2024-05-24,0,579,4.33,36,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
144,Barcalona,2024-05-24,0,658,4.89,66,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
145,Barcalona,2024-05-24,0,570,4.73,52,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Barcalona,2024-05-24,0,482,4.50,20,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
147,Barcalona,2024-05-24,0,500,4.52,52,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,
148,Barcalona,2024-05-24,0,692,4.81,21,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,
149,Barcalona,2024-05-24,0,447,4.88,8,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
150,Barcalona,2024-05-24,0,570,4.80,50,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
151,Barcalona,2024-05-24,0,640,4.60,48,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
152,Barcalona,2024-05-24,0,455,4.46,236,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
153,Barcalona,2024-05-24,0,455,4.60,55,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
154,Barcalona,2024-05-24,0,447,4.20,5,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
155,Barcalona,2024-05-24,0,482,4.91,11,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
156,Barcalona,2024-05-24,0,571,5.0,7,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
157,Barcalona,2024-05-24,0,684,5.0,12,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,
158,Barcalona,2024-05-24,0,491,4.63,8,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
159,Barcalona,2024-05-24,0,455,4.93,40,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
160,Barcalona,2024-05-24,0,571,4.80,55,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,
161,Barcalona,2024-05-24,0,526,4.50,8,2.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
162,Barcalona,2024-05-24,0,658,5.0,4,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
163,Barcalona,2024-05-24,0,605,4.50,12,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
164,Barcalona,2024-05-24,0,447,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
165,Barcalona,2024-05-24,0,850,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
166,Barcalona,2024-05-24,0,526,4.22,27,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Barcalona,2024-05-24,0,656,4.20,41,2.0,1.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,
168,Barcalona,2024-05-24,0,500,4.64,47,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
169,Barcalona,2024-05-24,0,596,5.0,5,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,
170,Barcalona,2024-05-24,0,701,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
171,Barcalona,2024-05-24,0,456,4.91,22,3.0,3.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,
172,Barcalona,2024-05-24,0,631,5.0,10,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
173,Barcalona,2024-05-24,0,535,4.39,191,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
174,Barcalona,2024-05-24,0,570,4.80,30,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
175,Barcalona,2024-05-24,0,482,4.88,8,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,
176,Barcalona,2024-05-24,0,482,4.58,12,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,
177,Barcalona,2024-05-24,0,693,4.58,108,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
178,Barcalona,2024-05-24,0,455,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
179,Barcalona,2024-05-24,0,685,4.43,14,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
180,Barcalona,2024-05-24,0,686,4.38,21,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
181,Barcalona,2024-05-24,0,587,4.67,9,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
182,Barcalona,2024-05-24,0,491,4.83,24,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
183,Barcalona,2024-05-24,0,482,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
184,Barcalona,2024-05-24,0,701,5.0,17,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
185,Barcalona,2024-05-24,0,574,4.88,8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
186,Barcalona,2024-05-24,0,701,4.89,18,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Barcalona,2024-05-24,0,614,4.65,23,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Barcalona,2024-05-24,0,658,4.93,15,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
189,Barcalona,2024-05-24,0,518,4.17,46,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
190,Barcalona,2024-05-24,0,518,4.61,51,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
191,Barcalona,2024-05-24,0,582,4.77,35,3.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,
192,Barcalona,2024-05-24,0,482,5.0,3,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,
193,Barcalona,2024-05-24,0,482,5.0,15,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
194,Barcalona,2024-05-24,0,447,4.58,179,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
195,Barcalona,2024-05-24,0,633,4.63,16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
196,Barcalona,2024-05-24,0,710,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
197,Barcalona,2024-05-24,0,571,4.40,25,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
198,Barcalona,2024-05-24,0,561,4.47,19,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
199,Barcalona,2024-05-24,0,526,4.14,7,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
200,Barcalona,2024-05-24,0,658,5.0,15,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,
201,Barcalona,2024-05-24,0,526,4.83,12,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
202,Barcalona,2024-05-24,0,526,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
203,Barcalona,2024-05-24,0,614,4.33,27,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,
204,Barcalona,2024-05-24,0,701,4.45,42,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
205,Barcalona,2024-05-24,0,641,,,3.0,2.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,
206,Barcalona,2024-05-24,0,570,4.77,13,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
207,Barcalona,2024-05-24,0,571,4.94,16,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,
208,Barcalona,2024-05-24,0,671,4.28,65,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
209,Barcalona,2024-05-24,0,482,4.81,31,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
210,Barcalona,2024-05-24,0,515,4.43,40,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
211,Barcalona,2024-05-24,0,482,4.40,70,,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,
212,Barcalona,2024-05-24,0,658,4.53,55,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
213,Barcalona,2024-05-24,0,526,4.83,12,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,
214,Barcalona,2024-05-24,0,666,4.75,4,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
215,Barcalona,2024-05-24,0,570,4.46,28,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
216,Barcalona,2024-05-24,0,526,5.0,4,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
217,Barcalona,2024-05-24,0,570,5.0,4,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
218,Barcalona,2024-05-24,0,456,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
219,Barcalona,2024-05-24,0,816,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
220,Barcalona,2024-05-24,0,534,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,
221,Barcalona,2024-05-24,0,658,4.19,16,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
222,Barcalona,2024-05-24,0,456,4.75,8,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,
223,Barcalona,2024-05-24,0,570,4.75,226,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
224,Barcalona,2024-05-24,0,701,4.0,3,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
225,Barcalona,2024-05-24,0,701,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
226,Barcalona,2024-05-24,0,570,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
227,Barcalona,2024-05-24,0,570,4.86,29,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
228,Barcalona,2024-05-24,0,526,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,
229,Barcalona,2024-05-24,0,702,4.76,87,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
230,Barcalona,2024-05-24,0,675,4.55,33,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
231,Barcalona,2024-05-24,0,447,4.83,6,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
232,Barcalona,2024-05-24,0,571,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
233,Barcalona,2024-05-24,0,711,4.25,4,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,,,,,,,,,,,
234,Barcalona,2024-05-24,0,658,4.27,11,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
235,Barcalona,2024-05-24,0,640,4.45,102,,2.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
236,Barcalona,2024-05-24,0,701,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
237,Barcalona,2024-05-24,0,701,4.82,28,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
238,Barcalona,2024-05-24,0,666,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
239,Barcalona,2024-05-24,0,658,4.64,143,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
240,Barcalona,2024-05-24,0,482,4.61,18,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,
241,Barcalona,2024-05-24,0,667,5.0,6,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
242,Barcalona,2024-05-24,0,570,4.55,20,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,
243,Barcalona,2024-05-24,0,455,4.96,26,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
244,Barcalona,2024-05-24,0,658,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
245,Barcalona,2024-05-24,0,614,4.70,162,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,
246,Barcalona,2024-05-24,0,559,,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
247,Barcalona,2024-05-24,0,658,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
248,Barcalona,2024-05-24,0,605,4.56,16,,2.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
249,Barcalona,2024-05-24,0,701,3.71,17,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
250,Barcalona,2024-05-24,0,570,4.78,23,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
251,Barcalona,2024-05-24,0,526,3.29,7,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
252,Barcalona,2024-05-24,0,658,4.23,53,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
253,Barcalona,2024-05-24,0,658,3.79,14,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
254,Barcalona,2024-05-24,0,518,4.52,29,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
255,Barcalona,2024-05-24,0,455,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
256,Barcalona,2024-05-24,0,658,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
257,Barcalona,2024-05-24,0,614,4.18,44,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
258,Barcalona,2024-05-24,0,605,4.77,364,4.0,4.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,4.0,1.0,,,,,,,,,,,,
259,Barcalona,2024-05-24,0,614,4.56,173,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
260,Barcalona,2024-05-24,0,658,4.36,50,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
261,Barcalona,2024-05-24,0,700,,,2.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
262,Barcalona,2024-05-24,0,526,4.50,6,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
263,Barcalona,2024-05-24,0,482,4.43,35,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
264,Barcalona,2024-05-24,0,701,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
265,Barcalona,2024-05-24,0,614,4.94,17,2.0,2.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,
266,Barcalona,2024-05-24,0,440,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
267,Barcalona,2024-05-24,0,701,4.60,5,3.0,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,
268,Barcalona,2024-05-24,0,570,3.87,15,,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
269,Barcalona,2024-05-24,0,605,4.70,10,,2.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
270,Barcalona,2024-05-24,0,719,5.0,9,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
271,Barcalona,2024-05-24,0,526,4.70,27,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
272,Barcalona,2024-05-24,0,526,4.50,20,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
273,Barcalona,2024-05-24,0,631,4.75,4,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,
274,Barcalona,2024-05-24,0,596,5.0,6,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
