,city,date,treat,price,rating,omtaler,gæster,soveværelser,entertainment,security,work,wi-fi,kitchen,outdoor,bathroom,shampoo,washing machine,refrigerator,hot water,bed linen,family,parkering and faciliteter,hair dryer,hangers,smoking allowed,other,cleaning products,host,mailbox,view,dishwasher,blackout curtains,temperature,attractions nearby,fireplace,fitness equipment,pool etc.,Sights,Safety,Shopping,Location,Climate,Affordability
441,Copenhagen,2024-05-17,0,1000,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
442,Copenhagen,2024-05-17,0,927,4.67,6,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
443,Copenhagen,2024-05-17,0,883,4.79,29,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
444,Copenhagen,2024-05-17,0,1059,,,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
445,Copenhagen,2024-05-17,0,1000,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
446,Copenhagen,2024-05-17,0,965,4.25,4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
447,Copenhagen,2024-05-17,0,1012,5.0,3,2.0,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
448,Copenhagen,2024-05-17,0,912,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
449,Copenhagen,2024-05-17,0,881,5.0,4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
450,Copenhagen,2024-05-17,0,883,3.67,6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,6.8,9.0,5.25,8.25,5.0,1.25
451,Copenhagen,2024-05-17,0,1000,4.78,9,3.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
452,Copenhagen,2024-05-17,0,1148,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
453,Copenhagen,2024-05-17,0,941,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
454,Copenhagen,2024-05-17,0,1059,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
455,Copenhagen,2024-05-17,0,941,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
456,Copenhagen,2024-05-17,0,883,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
457,Copenhagen,2024-05-17,0,1000,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
458,Copenhagen,2024-05-17,0,912,4.79,14,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
459,Copenhagen,2024-05-17,0,1000,4.90,20,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
460,Copenhagen,2024-05-17,0,1000,3.80,5,4.0,2.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
461,Copenhagen,2024-05-17,0,941,4.70,10,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
462,Copenhagen,2024-05-17,0,941,,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
463,Copenhagen,2024-05-17,0,930,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
464,Copenhagen,2024-05-17,0,937,5.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
465,Copenhagen,2024-05-17,0,924,4.20,5,3.0,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
466,Copenhagen,2024-05-17,0,1088,4.67,9,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
467,Copenhagen,2024-05-17,0,859,,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
468,Copenhagen,2024-05-17,0,883,4.96,26,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
469,Copenhagen,2024-05-17,0,853,,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
470,Copenhagen,2024-05-17,0,977,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
471,Copenhagen,2024-05-17,0,883,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
472,Copenhagen,2024-05-17,0,1059,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
473,Copenhagen,2024-05-17,0,900,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
474,Copenhagen,2024-05-17,0,853,,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
475,Copenhagen,2024-05-17,0,941,4.50,6,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
476,Copenhagen,2024-05-17,0,1028,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
477,Copenhagen,2024-05-17,0,874,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
478,Copenhagen,2024-05-17,0,1083,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
479,Copenhagen,2024-05-17,0,1047,4.36,14,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
480,Copenhagen,2024-05-17,0,924,4.61,23,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
481,Copenhagen,2024-05-17,0,883,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
482,Copenhagen,2024-05-17,0,994,4.0,4,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
483,Copenhagen,2024-05-17,0,883,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
484,Copenhagen,2024-05-17,0,940,4.90,21,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
485,Copenhagen,2024-05-17,0,894,4.22,9,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
486,Copenhagen,2024-05-17,0,900,4.50,12,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
487,Copenhagen,2024-05-17,0,1030,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
488,Copenhagen,2024-05-17,0,883,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
489,Copenhagen,2024-05-17,0,893,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
490,Copenhagen,2024-05-17,0,1030,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
491,Copenhagen,2024-05-17,0,853,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
492,Copenhagen,2024-05-17,0,888,4.63,8,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
493,Copenhagen,2024-05-17,0,994,4.82,11,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
494,Copenhagen,2024-05-17,0,888,4.36,14,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
495,Copenhagen,2024-05-17,0,912,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
496,Copenhagen,2024-05-17,0,1059,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
497,Copenhagen,2024-05-17,0,940,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
498,Copenhagen,2024-05-17,0,1059,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
499,Copenhagen,2024-05-17,0,1071,4.67,6,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
500,Copenhagen,2024-05-17,0,906,,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
501,Copenhagen,2024-05-17,0,1059,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
502,Copenhagen,2024-05-17,0,976,4.0,7,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
503,Copenhagen,2024-05-17,0,1239,4.86,49,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
504,Copenhagen,2024-05-17,0,1118,4.87,15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
505,Copenhagen,2024-05-17,0,1186,4.76,29,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
506,Copenhagen,2024-05-17,0,1236,4.94,32,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
507,Copenhagen,2024-05-17,0,1183,4.65,110,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
508,Copenhagen,2024-05-17,0,1223,5.0,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
509,Copenhagen,2024-05-17,0,1118,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
510,Copenhagen,2024-05-17,0,1177,5.0,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
511,Copenhagen,2024-05-17,0,1177,5.0,15,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
512,Copenhagen,2024-05-17,0,1118,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
513,Copenhagen,2024-05-17,0,1236,4.87,23,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
514,Copenhagen,2024-05-17,0,1177,4.89,27,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
515,Copenhagen,2024-05-17,0,1153,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
516,Copenhagen,2024-05-17,0,1153,5.0,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
517,Copenhagen,2024-05-17,0,1236,4.50,16,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
518,Copenhagen,2024-05-17,0,1165,4.30,10,2.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
519,Copenhagen,2024-05-17,0,1144,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
520,Copenhagen,2024-05-17,0,1165,4.43,21,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
521,Copenhagen,2024-05-17,0,1147,4.99,85,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
522,Copenhagen,2024-05-17,0,1118,4.63,8,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
523,Copenhagen,2024-05-17,0,1236,4.71,7,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
524,Copenhagen,2024-05-17,0,1238,4.86,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
525,Copenhagen,2024-05-17,0,1206,4.97,31,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
526,Copenhagen,2024-05-17,0,1193,4.89,37,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
527,Copenhagen,2024-05-17,0,1233,4.50,6,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
528,Copenhagen,2024-05-17,0,1118,4.97,29,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
529,Copenhagen,2024-05-17,0,1177,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
530,Copenhagen,2024-05-17,0,1147,4.85,20,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
531,Copenhagen,2024-05-17,0,1130,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
532,Copenhagen,2024-05-17,0,1171,4.67,15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
533,Copenhagen,2024-05-17,0,1177,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
534,Copenhagen,2024-05-17,0,1100,4.89,93,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
535,Copenhagen,2024-05-17,0,1165,5.0,4,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
536,Copenhagen,2024-05-17,0,1141,5.0,8,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
537,Copenhagen,2024-05-17,0,1206,4.78,42,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
538,Copenhagen,2024-05-17,0,1118,5.0,14,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
539,Copenhagen,2024-05-17,0,1177,4.92,38,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
540,Copenhagen,2024-05-17,0,1118,4.50,4,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
541,Copenhagen,2024-05-17,0,1205,5.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
542,Copenhagen,2024-05-17,0,1177,5.0,6,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
543,Copenhagen,2024-05-17,0,1230,4.64,11,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
544,Copenhagen,2024-05-17,0,1177,4.80,5,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
545,Copenhagen,2024-05-17,0,1177,5.0,6,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
546,Copenhagen,2024-05-17,0,1118,4.95,21,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
547,Copenhagen,2024-05-17,0,1141,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
548,Copenhagen,2024-05-17,0,1112,4.90,10,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
549,Copenhagen,2024-05-17,0,1128,4.60,10,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
550,Copenhagen,2024-05-17,0,1106,4.86,7,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
551,Copenhagen,2024-05-17,0,1139,4.79,105,4.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
552,Copenhagen,2024-05-17,0,1236,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
553,Copenhagen,2024-05-17,0,1118,,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
