,city,date,treat,price,rating,omtaler,gæster,soveværelser,hair dryer,shampoo,hot water,washing machine,hangers,entertainment,security,work,wi-fi,kitchen,refrigerator,family,parkering and faciliteter,view,attractions nearby,smoking allowed,gæster,bed linen,blackout curtains,outdoor,host,mailbox,other,cleaning products,temperature,pool etc.,dishwasher,fireplace,fitness equipment,Sights,Safety,Shopping,Location,Climate,Affordability
420,Amsterdam,2024-07-04,1,1136,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
421,Amsterdam,2024-07-04,1,877,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
422,Amsterdam,2024-07-04,1,1066,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
423,Amsterdam,2024-07-04,1,921,,,3.0,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
424,Amsterdam,2024-07-04,1,987,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
425,Amsterdam,2024-07-04,1,1052,,,3.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
426,Amsterdam,2024-07-04,1,846,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
427,Amsterdam,2024-07-04,1,1100,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
428,Amsterdam,2024-07-04,1,1074,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
429,Amsterdam,2024-07-04,1,1008,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
430,Amsterdam,2024-07-04,1,1096,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
431,Amsterdam,2024-07-04,1,877,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
432,Amsterdam,2024-07-04,1,1000,,,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
433,Amsterdam,2024-07-04,1,964,,,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
434,Amsterdam,2024-07-04,1,1140,,,3.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
435,Amsterdam,2024-07-04,1,1065,,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
436,Amsterdam,2024-07-04,1,873,,,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
437,Amsterdam,2024-07-04,1,938,,,8.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
438,Amsterdam,2024-07-04,1,1008,,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,3.0,,,,1.0,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
439,Amsterdam,2024-07-04,1,1026,,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
440,Amsterdam,2024-07-04,1,943,,,4.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
441,Amsterdam,2024-07-04,1,965,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
442,Amsterdam,2024-07-04,1,912,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
443,Amsterdam,2024-07-04,1,1107,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
444,Amsterdam,2024-07-04,1,1118,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
445,Amsterdam,2024-07-04,1,1030,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
446,Amsterdam,2024-07-04,1,1362,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
447,Amsterdam,2024-07-04,1,855,,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
448,Amsterdam,2024-07-04,1,1052,,,4.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
449,Amsterdam,2024-07-04,1,1008,,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
450,Amsterdam,2024-07-04,1,1052,,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
451,Amsterdam,2024-07-04,1,927,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
452,Amsterdam,2024-07-04,1,1123,,,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
453,Amsterdam,2024-07-04,1,956,,,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
454,Amsterdam,2024-07-04,1,1046,,,2.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
455,Amsterdam,2024-07-04,1,1000,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
456,Amsterdam,2024-07-04,1,1118,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
457,Amsterdam,2024-07-04,1,912,,,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
458,Amsterdam,2024-07-04,1,1074,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
459,Amsterdam,2024-07-04,1,1002,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
460,Amsterdam,2024-07-04,1,921,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
461,Amsterdam,2024-07-04,1,847,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,1.0,1.0,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
462,Amsterdam,2024-07-04,1,869,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,1.0,,,,7.3,7.5,6.5,8.75,5.5,2.5
463,Amsterdam,2024-07-04,1,938,,,6.0,5.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,6.0,,,1.0,1.0,1.0,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
464,Amsterdam,2024-07-04,1,894,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
465,Amsterdam,2024-07-04,1,1043,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
466,Amsterdam,2024-07-04,1,1127,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
467,Amsterdam,2024-07-04,1,1129,,,2.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,2.0,,,,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
468,Amsterdam,2024-07-04,1,1013,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
469,Amsterdam,2024-07-04,1,855,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,1.0,1.0,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
470,Amsterdam,2024-07-04,1,965,,,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
471,Amsterdam,2024-07-04,1,1118,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
472,Amsterdam,2024-07-04,1,1066,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,2.0,,,1.0,1.0,1.0,,,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
473,Amsterdam,2024-07-04,1,855,,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
474,Amsterdam,2024-07-04,1,980,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
475,Amsterdam,2024-07-04,1,964,,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
476,Amsterdam,2024-07-04,1,943,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
477,Amsterdam,2024-07-04,1,947,,,5.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,5.0,,,1.0,,,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
478,Amsterdam,2024-07-04,1,1053,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
479,Amsterdam,2024-07-04,1,936,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
480,Amsterdam,2024-07-04,1,1100,,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,3.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
481,Amsterdam,2024-07-04,1,1230,,,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,,1.0,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
482,Amsterdam,2024-07-04,1,1096,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
483,Amsterdam,2024-07-04,1,987,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
484,Amsterdam,2024-07-04,1,1089,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
485,Amsterdam,2024-07-04,1,1089,,,4.0,4.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
486,Amsterdam,2024-07-04,1,1089,,,4.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
487,Amsterdam,2024-07-04,1,1060,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
488,Amsterdam,2024-07-04,1,1074,,,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,2.0,,,,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
489,Amsterdam,2024-07-04,1,1017,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
490,Amsterdam,2024-07-04,1,1118,,,6.0,4.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,6.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
491,Amsterdam,2024-07-04,1,1089,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
492,Amsterdam,2024-07-04,1,1013,,,4.0,3.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
493,Amsterdam,2024-07-04,1,946,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
494,Amsterdam,2024-07-04,1,1104,,,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
495,Amsterdam,2024-07-04,1,1096,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,7.3,7.5,6.5,8.75,5.5,2.5
496,Amsterdam,2024-07-04,1,877,,,6.0,6.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,6.0,,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
497,Amsterdam,2024-07-04,1,964,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2.0,,,1.0,,,1.0,1.0,,,,,1.0,7.3,7.5,6.5,8.75,5.5,2.5
498,Amsterdam,2024-07-04,1,864,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
499,Amsterdam,2024-07-04,1,876,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
500,Amsterdam,2024-07-04,1,1076,,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
501,Amsterdam,2024-07-04,1,1096,,,2.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,2.0,,,1.0,,,1.0,1.0,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
502,Amsterdam,2024-07-04,1,1283,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
503,Amsterdam,2024-07-04,1,1118,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
504,Amsterdam,2024-07-04,1,912,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
505,Amsterdam,2024-07-04,1,1008,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
506,Amsterdam,2024-07-04,1,1052,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
507,Amsterdam,2024-07-04,1,956,,,5.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
508,Amsterdam,2024-07-04,1,1104,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
509,Amsterdam,2024-07-04,1,1104,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
510,Amsterdam,2024-07-04,1,1008,4.20,5,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
511,Amsterdam,2024-07-04,1,964,4.33,6,6.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,6.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
512,Amsterdam,2024-07-04,1,1096,,,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
513,Amsterdam,2024-07-04,1,1232,4.95,285,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
514,Amsterdam,2024-07-04,1,1260,4.91,498,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
515,Amsterdam,2024-07-04,1,1312,4.92,537,4.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,4.0,1.0,,1.0,,,,,,,,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
516,Amsterdam,2024-07-04,1,1403,4.98,111,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,,1.0,,,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
517,Amsterdam,2024-07-04,1,1332,4.51,49,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,7.3,7.5,6.5,8.75,5.5,2.5
518,Amsterdam,2024-07-04,1,1627,5.0,11,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
519,Amsterdam,2024-07-04,1,1251,4.84,372,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,1.0,,1.0,,,,,1.0,,1.0,,,7.3,7.5,6.5,8.75,5.5,2.5
520,Amsterdam,2024-07-04,1,1379,,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
521,Amsterdam,2024-07-04,1,1379,4.88,286,6.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,6.0,,,1.0,1.0,1.0,,,,,,,,7.3,7.5,6.5,8.75,5.5,2.5
522,Amsterdam,2024-07-04,1,1260,4.91,43,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,7.3,7.5,6.5,8.75,5.5,2.5
523,Amsterdam,2024-07-04,1,1757,4.66,3.128,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,1.0,1.0,,,,,1.0,,,,,7.3,7.5,6.5,8.75,5.5,2.5
